NUTS_ID_2013,urban_rural
AT111,3
AT112,3
AT113,3
AT121,3
AT122,2
AT123,3
AT124,3
AT125,3
AT126,1
AT127,2
AT130,1
AT211,2
AT212,3
AT213,3
AT221,2
AT222,3
AT223,2
AT224,3
AT225,3
AT226,3
AT311,3
AT312,2
AT313,3
AT314,3
AT315,3
AT321,3
AT322,3
AT323,2
AT331,3
AT332,1
AT333,3
AT334,3
AT335,3
AT341,3
AT342,1
BE100,1
BE211,1
BE212,1
BE213,2
BE221,1
BE222,2
BE223,2
BE231,1
BE232,1
BE233,2
BE234,2
BE235,2
BE236,1
BE241,1
BE242,2
BE251,2
BE252,2
BE253,2
BE254,1
BE255,2
BE256,2
BE257,2
BE258,2
BE310,2
BE321,3
BE322,1
BE323,1
BE324,1
BE325,2
BE326,2
BE327,3
BE331,3
BE332,1
BE334,3
BE335,2
BE336,3
BE341,3
BE342,3
BE343,3
BE344,3
BE345,3
BE351,3
BE352,2
BE353,3
BG311,3
BG312,2
BG313,2
BG314,2
BG315,2
BG321,2
BG322,2
BG323,2
BG324,3
BG325,3
BG331,2
BG332,2
BG333,2
BG334,3
BG341,2
BG342,2
BG343,2
BG344,2
BG411,1
BG412,3
BG413,2
BG414,2
BG415,2
BG421,2
BG422,2
BG423,2
BG424,3
BG425,3
CH011,1
CH012,2
CH013,1
CH021,2
CH022,2
CH023,1
CH024,2
CH025,3
CH031,1
CH032,1
CH033,1
CH040,1
CH051,2
CH052,1
CH053,2
CH054,2
CH055,1
CH056,3
CH057,2
CH061,2
CH062,2
CH063,2
CH064,2
CH065,2
CH066,2
CH070,1
CY000,2
CZ010,1
CZ020,1
CZ031,3
CZ032,3
CZ041,2
CZ042,2
CZ051,2
CZ052,2
CZ053,3
CZ063,3
CZ064,2
CZ071,2
CZ072,2
CZ080,2
DE111,1
DE112,1
DE113,1
DE114,1
DE115,1
DE116,1
DE117,2
DE118,2
DE119,3
DE11A,3
DE11B,3
DE11C,2
DE11D,2
DE121,1
DE122,1
DE123,1
DE124,1
DE125,1
DE126,1
DE127,3
DE128,1
DE129,2
DE12A,3
DE12B,2
DE12C,3
DE131,2
DE132,2
DE133,2
DE134,2
DE135,3
DE136,2
DE137,2
DE138,2
DE139,2
DE13A,2
DE141,2
DE142,2
DE143,2
DE144,2
DE145,2
DE146,3
DE147,2
DE148,2
DE149,3
DE211,2
DE212,1
DE213,2
DE214,2
DE215,2
DE216,2
DE217,2
DE218,2
DE219,2
DE21A,3
DE21B,2
DE21C,2
DE21D,2
DE21E,3
DE21F,2
DE21G,3
DE21H,1
DE21I,3
DE21J,2
DE21K,2
DE21L,2
DE21M,3
DE21N,2
DE221,3
DE222,3
DE223,3
DE224,3
DE225,3
DE226,3
DE227,3
DE228,3
DE229,3
DE22A,3
DE22B,3
DE22C,3
DE231,2
DE232,2
DE233,3
DE234,2
DE235,3
DE236,3
DE237,3
DE238,2
DE239,3
DE23A,3
DE241,2
DE242,2
DE243,2
DE244,2
DE245,2
DE246,2
DE247,2
DE248,2
DE249,2
DE24A,3
DE24B,3
DE24C,3
DE24D,3
DE251,3
DE252,1
DE253,1
DE254,1
DE255,1
DE256,3
DE257,1
DE258,1
DE259,2
DE25A,3
DE25B,2
DE25C,3
DE261,1
DE262,2
DE263,2
DE264,1
DE265,3
DE266,3
DE267,3
DE268,3
DE269,2
DE26A,3
DE26B,2
DE26C,2
DE271,1
DE272,2
DE273,2
DE274,3
DE275,2
DE276,1
DE277,3
DE278,3
DE279,2
DE27A,2
DE27B,2
DE27C,3
DE27D,3
DE27E,2
DE300,1
DE401,2
DE402,2
DE403,2
DE404,2
DE405,2
DE406,2
DE407,3
DE408,2
DE409,2
DE40A,2
DE40B,2
DE40C,2
DE40D,3
DE40E,2
DE40F,3
DE40G,2
DE40H,2
DE40I,3
DE501,1
DE502,2
DE600,1
DE711,1
DE712,1
DE713,1
DE714,1
DE715,1
DE716,1
DE717,1
DE718,1
DE719,2
DE71A,1
DE71B,3
DE71C,1
DE71D,2
DE71E,2
DE721,2
DE722,2
DE723,2
DE724,2
DE725,3
DE731,2
DE732,2
DE733,3
DE734,2
DE735,3
DE736,3
DE737,3
DE803,2
DE804,3
DE80J,3
DE80K,2
DE80L,3
DE80M,3
DE80N,3
DE80O,3
DE911,2
DE912,2
DE913,2
DE914,2
DE915,2
DE916,2
DE917,3
DE918,3
DE919,2
DE91A,2
DE91B,2
DE922,2
DE923,2
DE925,2
DE926,3
DE927,3
DE928,2
DE929,1
DE931,2
DE932,2
DE933,2
DE934,3
DE935,2
DE936,2
DE937,3
DE938,2
DE939,2
DE93A,3
DE93B,2
DE941,1
DE942,2
DE943,2
DE944,2
DE945,2
DE946,2
DE947,2
DE948,3
DE949,3
DE94A,2
DE94B,2
DE94C,2
DE94D,2
DE94E,2
DE94F,2
DE94G,2
DE94H,3
DEA11,1
DEA12,1
DEA13,1
DEA14,1
DEA15,1
DEA16,1
DEA17,1
DEA18,1
DEA19,1
DEA1A,1
DEA1B,2
DEA1C,1
DEA1D,1
DEA1E,1
DEA1F,1
DEA22,1
DEA23,1
DEA24,1
DEA26,2
DEA27,1
DEA28,2
DEA29,2
DEA2A,2
DEA2B,1
DEA2C,1
DEA2D,1
DEA31,1
DEA32,1
DEA33,1
DEA34,2
DEA35,1
DEA36,1
DEA37,2
DEA38,2
DEA41,1
DEA42,1
DEA43,1
DEA44,3
DEA45,2
DEA46,2
DEA47,2
DEA51,1
DEA52,1
DEA53,1
DEA54,1
DEA55,1
DEA56,1
DEA57,2
DEA58,1
DEA59,2
DEA5A,2
DEA5B,2
DEA5C,1
DEB11,2
DEB12,2
DEB13,3
DEB14,2
DEB15,3
DEB16,3
DEB17,2
DEB18,2
DEB19,3
DEB1A,2
DEB1B,3
DEB21,2
DEB22,3
DEB23,3
DEB24,3
DEB25,2
DEB31,1
DEB32,2
DEB33,1
DEB34,1
DEB35,1
DEB36,2
DEB37,3
DEB38,1
DEB39,1
DEB3A,2
DEB3B,3
DEB3C,2
DEB3D,3
DEB3E,1
DEB3F,2
DEB3G,3
DEB3H,2
DEB3I,1
DEB3J,2
DEB3K,3
DEC01,1
DEC02,2
DEC03,1
DEC04,1
DEC05,2
DEC06,2
DED21,1
DED2C,3
DED2D,2
DED2E,2
DED2F,1
DED41,2
DED42,2
DED43,2
DED44,2
DED45,2
DED51,1
DED52,1
DED53,3
DEE01,2
DEE02,2
DEE03,2
DEE04,3
DEE05,2
DEE06,3
DEE07,2
DEE08,3
DEE09,2
DEE0A,3
DEE0B,2
DEE0C,2
DEE0D,3
DEE0E,3
DEF01,2
DEF02,1
DEF03,2
DEF04,2
DEF05,3
DEF06,2
DEF07,3
DEF08,2
DEF09,1
DEF0A,1
DEF0B,2
DEF0C,2
DEF0D,2
DEF0E,2
DEF0F,2
DEG01,2
DEG02,2
DEG03,2
DEG04,2
DEG05,2
DEG06,3
DEG07,2
DEG09,3
DEG0A,3
DEG0B,2
DEG0C,3
DEG0D,2
DEG0E,3
DEG0F,3
DEG0G,2
DEG0H,3
DEG0I,2
DEG0J,2
DEG0K,3
DEG0L,2
DEG0M,2
DEG0N,3
DEG0P,3
DK011,1
DK012,1
DK013,2
DK014,3
DK021,2
DK022,3
DK031,2
DK032,2
DK041,3
DK042,2
DK050,3
EE001,1
EE004,3
EE006,3
EE007,2
EE008,3
EL301,1
EL302,1
EL303,1
EL304,1
EL305,1
EL306,1
EL307,1
EL411,3
EL412,3
EL413,2
EL421,2
EL422,3
EL431,2
EL432,3
EL433,3
EL434,2
EL511,2
EL512,2
EL513,3
EL514,2
EL515,3
EL521,2
EL522,1
EL523,3
EL524,3
EL525,2
EL526,3
EL527,3
EL531,3
EL532,2
EL533,3
EL541,3
EL542,3
EL543,3
EL611,3
EL612,2
EL613,2
EL621,3
EL622,2
EL623,3
EL624,3
EL631,3
EL632,2
EL633,3
EL641,3
EL642,3
EL643,3
EL644,3
EL645,3
EL651,3
EL652,2
EL653,3
ES111,2
ES112,3
ES113,3
ES114,2
ES120,2
ES130,2
ES211,1
ES212,1
ES213,1
ES220,2
ES230,2
ES241,2
ES242,3
ES243,1
ES300,1
ES411,3
ES412,2
ES413,2
ES414,2
ES415,2
ES416,3
ES417,3
ES418,2
ES419,3
ES421,2
ES422,2
ES423,3
ES424,2
ES425,2
ES431,2
ES432,2
ES511,1
ES512,2
ES513,2
ES514,2
ES521,1
ES522,2
ES523,1
ES531,2
ES532,1
ES533,2
ES611,2
ES612,1
ES613,1
ES614,2
ES615,2
ES616,2
ES617,1
ES618,1
ES620,1
ES630,1
ES640,2
ES703,3
ES704,2
ES705,1
ES706,3
ES707,2
ES708,2
ES709,1
FI193,3
FI194,3
FI195,3
FI196,3
FI197,2
FI1B1,1
FI1C1,2
FI1C2,2
FI1C3,2
FI1C4,2
FI1C5,2
FI1D1,3
FI1D2,3
FI1D3,3
FI1D4,3
FI1D5,3
FI1D6,3
FI1D7,3
FI200,3
FR101,1
FR102,2
FR103,1
FR104,1
FR105,1
FR106,1
FR107,1
FR108,1
FR211,3
FR212,2
FR213,2
FR214,3
FR221,3
FR222,2
FR223,3
FR231,3
FR232,2
FR241,3
FR242,3
FR243,3
FR244,2
FR245,3
FR246,2
FR251,2
FR252,3
FR253,3
FR261,2
FR262,3
FR263,3
FR264,3
FR301,1
FR302,2
FR411,2
FR412,3
FR413,2
FR414,3
FR421,2
FR422,2
FR431,2
FR432,3
FR433,3
FR434,2
FR511,1
FR512,3
FR513,3
FR514,3
FR515,3
FR521,3
FR522,3
FR523,3
FR524,3
FR531,3
FR532,3
FR533,3
FR534,3
FR611,3
FR612,1
FR613,3
FR614,3
FR615,2
FR621,3
FR622,3
FR623,1
FR624,3
FR625,3
FR626,3
FR627,3
FR628,3
FR631,3
FR632,3
FR633,3
FR711,3
FR712,3
FR713,3
FR714,2
FR715,2
FR716,1
FR717,2
FR718,2
FR721,3
FR722,3
FR723,3
FR724,2
FR811,3
FR812,2
FR813,2
FR814,3
FR815,2
FR821,3
FR822,3
FR823,1
FR824,1
FR825,2
FR826,2
FR831,3
FR832,3
FRA10,2
FRA20,2
FRA30,2
FRA40,1
FRA50,0
HR031,2
HR032,3
HR033,3
HR034,2
HR035,2
HR036,3
HR037,2
HR041,1
HR042,3
HR043,3
HR044,2
HR045,3
HR046,3
HR047,3
HR048,3
HR049,3
HR04A,2
HR04B,2
HR04C,3
HR04D,3
HR04E,3
HU101,1
HU102,2
HU211,2
HU212,2
HU213,2
HU221,2
HU222,2
HU223,3
HU231,2
HU232,3
HU233,3
HU311,2
HU312,3
HU313,3
HU321,2
HU322,2
HU323,3
HU331,2
HU332,2
HU333,2
IE011,3
IE012,3
IE013,3
IE021,1
IE022,2
IE023,3
IE024,3
IE025,3
IS001,1
IS002,3
ITC11,1
ITC12,2
ITC13,2
ITC14,2
ITC15,2
ITC16,3
ITC17,3
ITC18,3
ITC20,2
ITC31,1
ITC32,2
ITC33,1
ITC34,1
ITC41,1
ITC42,1
ITC43,1
ITC44,2
ITC46,1
ITC47,2
ITC48,2
ITC49,2
ITC4A,2
ITC4B,3
ITC4C,1
ITC4D,1
ITF11,3
ITF12,2
ITF13,2
ITF14,2
ITF21,3
ITF22,3
ITF31,1
ITF32,3
ITF33,1
ITF34,2
ITF35,2
ITF43,1
ITF44,1
ITF45,1
ITF46,3
ITF47,1
ITF48,1
ITF51,3
ITF52,2
ITF61,2
ITF62,2
ITF63,2
ITF64,3
ITF65,2
ITG11,2
ITG12,1
ITG13,2
ITG14,1
ITG15,1
ITG16,2
ITG17,1
ITG18,2
ITG19,1
ITG25,2
ITG26,3
ITG27,2
ITG28,3
ITG29,2
ITG2A,3
ITG2B,2
ITG2C,2
ITH10,3
ITH20,2
ITH31,2
ITH32,2
ITH33,3
ITH34,2
ITH35,1
ITH36,2
ITH37,3
ITH41,2
ITH42,2
ITH43,1
ITH44,1
ITH51,2
ITH52,2
ITH53,2
ITH54,2
ITH55,2
ITH56,2
ITH57,2
ITH58,2
ITH59,1
ITI11,2
ITI12,2
ITI13,1
ITI14,1
ITI15,1
ITI16,2
ITI17,2
ITI18,2
ITI19,3
ITI1A,2
ITI21,2
ITI22,2
ITI31,2
ITI32,2
ITI33,2
ITI34,2
ITI35,2
ITI41,3
ITI42,3
ITI43,1
ITI44,2
ITI45,2
LI000,1
LT001,2
LT002,2
LT003,2
LT004,3
LT005,2
LT006,2
LT007,3
LT008,2
LT009,2
LT00A,1
LU000,2
LV003,2
LV005,2
LV006,1
LV007,1
LV008,3
LV009,3
ME000,2
MK001,2
MK002,1
MK003,2
MK004,2
MK005,2
MK006,1
MK007,1
MK008,1
MT001,1
MT002,1
NL111,2
NL112,2
NL113,2
NL121,2
NL122,2
NL123,2
NL131,2
NL132,2
NL133,2
NL211,2
NL212,2
NL213,1
NL221,1
NL224,2
NL225,2
NL226,1
NL230,1
NL310,1
NL321,1
NL322,1
NL323,1
NL324,1
NL325,1
NL326,1
NL327,1
NL332,1
NL333,1
NL337,1
NL338,1
NL339,1
NL33A,1
NL341,3
NL342,2
NL411,1
NL412,1
NL413,2
NL414,1
NL421,2
NL422,2
NL423,1
NO011,1
NO012,1
NO021,3
NO022,3
NO031,2
NO032,2
NO033,2
NO034,2
NO041,3
NO042,2
NO043,2
NO051,2
NO052,3
NO053,3
NO061,1
NO062,3
NO071,3
NO072,3
NO073,3
PL113,1
PL114,1
PL115,3
PL116,3
PL117,3
PL127,1
PL128,2
PL129,2
PL12A,2
PL12B,3
PL12C,3
PL12D,3
PL12E,3
PL213,1
PL214,2
PL217,3
PL218,3
PL219,3
PL21A,2
PL224,2
PL225,2
PL227,1
PL228,1
PL229,1
PL22A,1
PL22B,1
PL22C,1
PL311,3
PL312,3
PL314,2
PL315,3
PL323,3
PL324,3
PL325,3
PL326,3
PL331,2
PL332,3
PL343,2
PL344,3
PL345,3
PL411,3
PL414,3
PL415,1
PL416,3
PL417,3
PL418,2
PL424,2
PL426,2
PL427,3
PL428,2
PL431,2
PL432,2
PL514,1
PL515,2
PL516,1
PL517,2
PL518,2
PL523,3
PL524,2
PL613,1
PL616,3
PL617,3
PL618,3
PL619,3
PL621,2
PL622,2
PL623,2
PL633,1
PL634,2
PL636,2
PL637,3
PL638,2
PT111,3
PT112,2
PT119,2
PT11A,1
PT11B,3
PT11C,2
PT11D,3
PT11E,3
PT150,2
PT16B,3
PT16D,2
PT16E,3
PT16F,3
PT16G,3
PT16H,3
PT16I,3
PT16J,3
PT170,1
PT181,3
PT184,3
PT185,3
PT186,3
PT187,3
PT200,2
PT300,1
RO111,3
RO112,3
RO113,2
RO114,3
RO115,3
RO116,3
RO121,3
RO122,2
RO123,3
RO124,3
RO125,3
RO126,2
RO211,3
RO212,3
RO213,2
RO214,3
RO215,3
RO216,3
RO221,1
RO222,3
RO223,2
RO224,2
RO225,3
RO226,3
RO311,3
RO312,3
RO313,3
RO314,3
RO315,3
RO316,2
RO317,3
RO321,1
RO322,1
RO411,2
RO412,3
RO413,3
RO414,3
RO415,3
RO421,2
RO422,3
RO423,2
RO424,2
SE110,1
SE121,1
SE122,2
SE123,1
SE124,2
SE125,1
SE211,2
SE212,3
SE213,3
SE214,3
SE221,2
SE224,2
SE231,2
SE232,1
SE311,2
SE312,3
SE313,2
SE321,2
SE322,3
SE331,2
SE332,2
SI031,3
SI032,3
SI033,3
SI034,3
SI035,3
SI036,3
SI037,3
SI038,3
SI041,2
SI042,2
SI043,3
SI044,2
SK010,1
SK021,3
SK022,2
SK023,2
SK031,2
SK032,3
SK041,3
SK042,2
TR100,1
TR211,3
TR212,3
TR213,3
TR221,2
TR222,3
TR310,1
TR321,2
TR322,2
TR323,3
TR331,2
TR332,3
TR333,3
TR334,3
TR411,2
TR412,2
TR413,3
TR421,1
TR422,2
TR423,2
TR424,3
TR425,2
TR510,1
TR521,3
TR522,3
TR611,2
TR612,3
TR613,3
TR621,2
TR622,2
TR631,2
TR632,3
TR633,2
TR711,2
TR712,3
TR713,3
TR714,3
TR715,3
TR721,2
TR722,3
TR723,3
TR811,1
TR812,2
TR813,3
TR821,3
TR822,3
TR823,3
TR831,2
TR832,3
TR833,3
TR834,3
TR901,2
TR902,2
TR903,3
TR904,2
TR905,3
TR906,3
TRA11,3
TRA12,3
TRA13,3
TRA21,3
TRA22,3
TRA23,3
TRA24,3
TRB11,2
TRB12,2
TRB13,3
TRB14,3
TRB21,3
TRB22,3
TRB23,3
TRB24,3
TRC11,2
TRC12,3
TRC13,2
TRC21,3
TRC22,2
TRC31,3
TRC32,2
TRC33,3
TRC34,3
UKC11,1
UKC12,1
UKC13,1
UKC14,1
UKC21,2
UKC22,1
UKC23,1
UKD11,2
UKD12,2
UKD33,1
UKD34,1
UKD35,1
UKD36,1
UKD37,1
UKD41,1
UKD42,1
UKD44,1
UKD45,1
UKD46,1
UKD47,1
UKD61,1
UKD62,1
UKD63,1
UKD71,1
UKD72,1
UKD73,1
UKD74,1
UKE11,1
UKE12,1
UKE13,2
UKE21,2
UKE22,2
UKE31,1
UKE32,1
UKE41,1
UKE42,1
UKE44,1
UKE45,1
UKF11,1
UKF12,1
UKF13,1
UKF14,1
UKF15,1
UKF16,1
UKF21,1
UKF22,1
UKF24,2
UKF25,1
UKF30,2
UKG11,3
UKG12,2
UKG13,1
UKG21,2
UKG22,2
UKG23,1
UKG24,1
UKG31,1
UKG32,1
UKG33,1
UKG36,1
UKG37,1
UKG38,1
UKG39,1
UKH11,1
UKH12,2
UKH14,2
UKH15,1
UKH16,3
UKH17,3
UKH21,1
UKH23,1
UKH24,1
UKH25,1
UKH31,1
UKH32,1
UKH34,2
UKH35,2
UKH36,1
UKH37,1
UKI31,1
UKI32,1
UKI33,1
UKI34,1
UKI41,1
UKI42,1
UKI43,1
UKI44,1
UKI45,1
UKI51,1
UKI52,1
UKI53,1
UKI54,1
UKI61,1
UKI62,1
UKI63,1
UKI71,1
UKI72,1
UKI73,1
UKI74,1
UKI75,1
UKJ11,1
UKJ12,1
UKJ13,2
UKJ14,2
UKJ21,1
UKJ22,2
UKJ25,1
UKJ26,1
UKJ27,1
UKJ28,1
UKJ31,1
UKJ32,1
UKJ34,1
UKJ35,1
UKJ36,1
UKJ37,1
UKJ41,1
UKJ43,1
UKJ44,1
UKJ45,2
UKJ46,2
UKK11,1
UKK12,1
UKK13,2
UKK14,2
UKK15,2
UKK21,1
UKK22,1
UKK23,2
UKK30,2
UKK41,1
UKK42,1
UKK43,2
UKL11,3
UKL12,3
UKL13,2
UKL14,3
UKL15,1
UKL16,1
UKL17,1
UKL18,1
UKL21,1
UKL22,1
UKL23,1
UKL24,3
UKM21,1
UKM22,1
UKM23,1
UKM24,3
UKM25,1
UKM26,1
UKM27,2
UKM28,1
UKM31,1
UKM32,3
UKM33,2
UKM34,1
UKM35,1
UKM36,1
UKM37,2
UKM38,1
UKM50,2
UKM61,3
UKM62,2
UKM63,3
UKM64,3
UKM65,3
UKM66,3
UKN01,1
UKN02,1
UKN03,2
UKN04,2
UKN05,3
